region_code,sgg_name,sido,RAI,Econ,Demo,Infra,Serv,net_rate,Rank
48240,사천시,경상남도,-0.16742490576143665,-0.28115364988184527,-0.13493304686483387,-0.28902807706892925,0.08367430166243893,-1.6287404693547625,138
51170,동해시,강원특별자치도,-0.17300760634130755,-0.44559859052222817,-0.08867243505913569,-0.052715024524320836,-0.22507207535615323,-3.9637165934507856,139
51750,영월군,강원특별자치도,-0.18065621976003926,-0.2044586579540773,-0.3965348549302924,-0.3694932306254005,0.3462794794406948,-0.5738598495511199,140
46790,화순군,전라남도,-0.18384186494168636,-0.3291953296169601,-0.21976887762583505,-0.8862858184635425,1.0730598454410378,-1.7624343470757484,141
31170,동구,울산광역시,-0.184364300503607,-0.49293478380770994,0.035775164425505504,-0.17883808832394424,-0.15954836810176914,-19.684720429834954,142
52180,정읍시,전북특별자치도,-0.18853460433678762,-0.46619403258273484,-0.2739962016233141,-0.4289585463421087,0.49659224126896573,-6.214234916569986,143
47170,안동시,경상북도,-0.194629600266918,-0.4527962713356665,-0.15597878997795286,-0.336440236203878,0.19852928581399173,-6.281159528110434,144
26140,서구,부산광역시,-0.20225982728460173,-0.728410392186932,-0.0035622864323339738,-0.4627645932140139,0.4370810533847339,-2.799842202992221,145
51730,횡성군,강원특별자치도,-0.20447455705621673,-0.2958187029189876,-0.4097021891537362,-0.12403656854237219,-0.057071257911208845,9.285425367575606,146
26410,금정구,부산광역시,-0.20529669504102221,-0.4364683204865577,0.1852465659910459,-0.12360507300624751,-0.5289607269973626,-14.457729973079351,147
46170,나주시,전라남도,-0.20781946078155866,-0.04886663282894681,-0.06927921972185593,-0.6117430013991811,0.1642280517796194,16.584611607251627,148
44810,예산군,충청남도,-0.20798021318223103,-0.19012798327451452,-0.3887006376863328,-0.12861073389587932,-0.17074061736780405,5.839379154998971,149
44710,금산군,충청남도,-0.21304479819519223,-0.3647736795831098,-0.45830943935300494,-0.4751174000085092,0.5607627866088809,-1.4079624595280658,150
51760,평창군,강원특별자치도,-0.22059469498757872,-0.08802704676060703,-0.3764156362716751,-0.22897010941456453,-0.1620215724616096,-0.32264319877865544,151
52190,남원시,전북특별자치도,-0.22382960361049603,-0.36008490931016857,-0.31099270594288825,-0.5708920739430475,0.516830290903249,-5.756293896282192,152
51790,화천군,강원특별자치도,-0.22425743767644843,-0.20792541717116272,0.0839494365483872,-0.49259765215890716,-0.11627840614404275,-15.084406529505232,153
52730,무주군,전북특별자치도,-0.23057215947826806,-0.03624961006747629,-0.5182940712098634,-0.38324445856895556,0.13400923294570827,1.7254407950743396,154
47150,김천시,경상북도,-0.23686031645220235,-0.39766465533896916,-0.13000208599337118,-0.28792011839355064,-0.1314160050257534,-1.8869587539880148,155
47230,영천시,경상북도,-0.242154921556899,-0.11971965169238458,-0.2769756176406685,-0.2802660888601891,-0.24679313266095235,3.9918836492911396,156
44230,논산시,충청남도,-0.2433691515614467,-0.3296564136525111,-0.23279866341238917,-0.5281125264211767,0.26362416553054313,-7.863748924520824,157
51770,정선군,강원특별자치도,-0.2518673862183191,0.03866042364873694,-0.3860304004636944,-0.4001869934412373,-0.12151483238407372,-7.752478788552702,158
43800,단양군,충청북도,-0.26752070756821117,-0.4000688116642839,-0.4742293542465371,-0.40853628289313704,0.26280291642843023,-2.014547895984319,159
51800,양구군,강원특별자치도,-0.2703598591187524,-0.2977419212575127,0.03241239530163694,-0.5199840860250415,-0.15131574662105754,-17.057465335791843,160
27200,남구,대구광역시,-0.2778360336916441,-0.3393479102440383,0.16691216806499679,-0.3230925481538677,-0.5913572731426504,-10.926246478248851,161
44825,태안군,충청남도,-0.2827048028402065,0.11675561183466719,-0.431607085923825,-0.42093746922065856,-0.24153089275646225,0.6808856814031347,162
48270,밀양시,경상남도,-0.29432898462814133,-0.49055704619149276,-0.34269460706157445,-0.3950214082883505,0.06924871984694955,-0.6293432074829697,163
47830,고령군,경상북도,-0.29847127416680613,-0.30865024013077297,-0.45841136723646086,-0.39292656961961636,0.014438199102603185,-6.407169713893142,164
47900,예천군,경상북도,-0.30604931853035255,-0.2880351555959272,-0.41198167413192216,-0.41471689321124494,-0.046215818127568475,28.30795366659071,165
44770,서천군,충청남도,-0.3127553713439017,-0.3242250321434183,-0.5986772042686644,-0.4247637740852198,0.15180152977283656,-5.829023366807328,166
47280,문경시,경상북도,-0.31453586688345975,-0.5688001836018133,-0.3877013950934387,-0.4420719414804276,0.16220091040635365,-4.053049025873293,167
46130,여수시,전라남도,-0.3195808180950666,0.2693926029048512,-0.00834103128817394,-0.7926166494591692,-0.3536684944488234,-6.904579815552339,168
48220,통영시,경상남도,-0.32445664912947814,-0.6890449381844539,-0.14912231631755574,-0.4030632254575449,-0.0784710823511027,-14.51708905048099,169
43760,괴산군,충청북도,-0.3272326676514762,-0.42407561899815577,-0.5466796103123512,-0.4243343798662033,0.11771340270820457,3.293441991641285,170
47250,상주시,경상북도,-0.3346343364923873,-0.36932797147638263,-0.4248642800326444,-0.33123507938406876,-0.22395286312778662,-2.9912466205645183,171
48730,함안군,경상남도,-0.3417301965841507,-0.37059379812512755,-0.2841932534868289,-0.8170863949750639,0.3729685649446563,-11.977665330941468,172
47210,영주시,경상북도,-0.3462225820706315,-0.6567847816724324,-0.27374438284109875,-0.31838436174693585,-0.2107276965483632,-4.8563572554248715,173
41800,연천군,경기도,-0.36433101484048314,-0.47590668859425234,-0.1201658957276673,-0.5435287124451953,-0.23104609451556973,-7.921784476080711,174
44760,부여군,충청남도,-0.37140057051639014,-0.4156964558664296,-0.5303166498402843,-0.5749570295420292,0.1395707747598485,-7.435573383900108,175
52740,장수군,전북특별자치도,-0.3745657222960819,0.16247451482382042,-0.5429176361865076,-0.8708723772963121,0.13800365202392967,-6.921652678760692,176
46840,무안군,전라남도,-0.37556448782701657,-0.47868285435601615,-0.07328938493653829,-0.7312917922391098,-0.02817981933384681,18.607452274298513,177
26170,동구,부산광역시,-0.3756765284650526,-0.49293478380770994,-0.0364765651185609,-0.6382285598953088,-0.1995037854771166,2.02243230251687,178
51190,태백시,강원특별자치도,-0.38378448897889705,-0.4449385468001621,-0.2755375858813551,-0.545173654284911,-0.18640215650637482,-18.8293768961916,179
46730,구례군,전라남도,-0.39019083484622025,-0.28248752286092166,-0.5411332314426308,-0.7087600851453717,0.17150787624667904,-5.095148816901861,180
51230,삼척시,강원특별자치도,-0.39272341633109853,-0.6293694840864008,-0.1644347885907738,-0.7168508572012664,0.084703887312874,-8.56775586096602,181
46710,담양군,전라남도,-0.3927581442327138,-0.3374186073649016,-0.3408955186169068,-0.6006931343481945,-0.16091090904967487,1.4255144302491374,182
46720,곡성군,전라남도,-0.4002196425609522,-0.32359981460748377,-0.5516380613567547,-0.9845855203268252,0.6050122452943878,-3.8505569439807337,183
